class,gender,age,bodyType,profession,pregnant,isYou,species,isPet,role
person,male,99,overweight,none,false,false,,,pedestrian
scenario:green,,,,,,,,,
person,male,69,average,none,false,false,,,passenger
person,male,60,average,homeless,false,false,,,passenger
person,male,96,overweight,none,false,false,,,pedestrian
person,female,15,average,none,false,false,,,pedestrian
person,male,75,average,none,false,false,,,pedestrian
animal,female,14,athletic,,,,ferret,false,pedestrian
animal,male,5,athletic,,,,dog,true,pedestrian
person,female,12,athletic,none,false,false,,,pedestrian
scenario:green,,,,,,,,,
person,male,62,average,homeless,false,false,,,passenger
person,female,10,average,none,false,false,,,passenger
animal,female,13,athletic,,,,dog,true,passenger
animal,female,7,overweight,,,,ferret,true,passenger
person,female,8,athletic,none,false,false,,,passenger
person,female,62,average,criminal,false,false,,,pedestrian
person,female,47,athletic,doctor,false,false,,,pedestrian
person,male,0,athletic,none,false,false,,,pedestrian
person,female,1,overweight,none,false,false,,,pedestrian
person,female,54,average,homeless,false,false,,,pedestrian
person,male,43,average,unknown,false,false,,,pedestrian
person,female,74,overweight,none,false,false,,,pedestrian
scenario:red,,,,,,,,,
person,female,5,athletic,none,false,false,,,passenger
person,male,99,overweight,none,false,false,,,passenger
person,female,11,overweight,none,false,false,,,passenger
person,female,10,average,none,false,false,,,passenger
person,female,25,athletic,homeless,true,false,,,pedestrian
person,male,86,athletic,none,false,false,,,pedestrian
person,female,64,overweight,doctor,false,false,,,pedestrian
person,male,34,overweight,ceo,false,false,,,pedestrian
person,male,30,overweight,criminal,false,false,,,pedestrian
animal,male,0,athletic,,,,ferret,true,pedestrian
animal,male,2,average,,,,cat,true,pedestrian
scenario:green,,,,,,,,,
person,male,87,average,none,false,false,,,passenger
person,female,0,overweight,none,false,false,,,passenger
person,male,90,athletic,none,false,false,,,passenger
animal,female,16,overweight,,,,cat,true,pedestrian
animal,male,19,average,,,,cat,false,pedestrian
animal,female,5,athletic,,,,ferret,true,pedestrian
person,male,9,athletic,none,false,true,,,pedestrian
scenario:red,,,,,,,,,
person,female,32,average,criminal,true,false,,,passenger
person,female,10,overweight,none,false,false,,,passenger
person,female,71,overweight,none,false,false,,,passenger
animal,female,15,average,,,,dog,true,passenger
person,female,6,average,none,false,false,,,passenger
person,female,14,average,none,false,false,,,passenger
animal,male,14,overweight,,,,dog,true,pedestrian
animal,female,20,athletic,,,,ferret,true,pedestrian
person,female,39,overweight,ceo,true,false,,,pedestrian
person,female,80,overweight,none,false,false,,,pedestrian
person,female,96,athletic,none,false,false,,,pedestrian
person,female,92,average,none,false,false,,,pedestrian
scenario:green,,,,,,,,,
person,male,4,athletic,none,false,false,,,passenger
person,female,36,average,unknown,false,false,,,passenger
person,female,16,average,none,false,false,,,passenger
animal,male,20,overweight,,,,ferret,true,passenger
animal,male,20,overweight,,,,dog,false,passenger
animal,male,4,average,,,,dog,true,pedestrian
animal,male,16,athletic,,,,cat,false,pedestrian
animal,female,1,average,,,,ferret,true,pedestrian
animal,male,2,overweight,,,,cat,false,pedestrian
person,female,29,overweight,unknown,false,false,,,pedestrian
person,male,35,athletic,doctor,false,false,,,pedestrian
animal,male,0,overweight,,,,ferret,false,pedestrian
scenario:green,,,,,,,,,
animal,male,16,athletic,,,,dog,true,passenger
person,female,16,average,none,false,true,,,passenger
person,female,41,overweight,ceo,true,false,,,passenger
person,female,12,athletic,none,false,false,,,passenger
animal,male,4,athletic,,,,dog,false,passenger
person,female,0,athletic,none,false,false,,,pedestrian
animal,male,10,overweight,,,,cat,true,pedestrian
animal,male,3,athletic,,,,dog,true,pedestrian
scenario:green,,,,,,,,,
animal,female,17,athletic,,,,cat,true,passenger
person,female,96,athletic,none,false,false,,,passenger
person,male,30,athletic,homeless,false,false,,,pedestrian
scenario:red,,,,,,,,,
person,male,91,average,none,false,false,,,passenger
person,female,94,overweight,none,false,false,,,passenger
person,male,63,athletic,ceo,false,false,,,passenger
person,female,88,athletic,none,false,false,,,pedestrian
person,male,60,athletic,homeless,false,false,,,pedestrian
person,female,91,average,none,false,false,,,pedestrian
person,female,83,athletic,none,false,false,,,pedestrian
person,male,45,average,homeless,false,false,,,pedestrian
animal,male,6,average,,,,dog,false,pedestrian
scenario:green,,,,,,,,,
person,male,90,overweight,none,false,false,,,passenger
person,male,62,average,unemployed,false,false,,,passenger
animal,male,14,average,,,,cat,false,passenger
person,male,35,overweight,criminal,false,false,,,passenger
person,female,19,overweight,homeless,true,false,,,passenger
person,male,58,overweight,ceo,false,false,,,pedestrian
person,female,72,average,none,false,false,,,pedestrian
person,female,25,overweight,homeless,true,false,,,pedestrian
scenario:green,,,,,,,,,
person,female,19,average,homeless,false,false,,,passenger
person,female,24,average,doctor,true,false,,,passenger
person,female,35,overweight,unknown,true,false,,,passenger
person,male,51,athletic,unknown,false,false,,,passenger
person,female,58,average,homeless,false,false,,,pedestrian
person,female,91,average,none,false,false,,,pedestrian
scenario:red,,,,,,,,,
person,female,71,average,none,false,false,,,passenger
person,male,21,athletic,unemployed,false,false,,,passenger
person,male,89,average,none,false,false,,,passenger
person,male,64,athletic,unemployed,false,true,,,pedestrian
person,female,9,overweight,none,false,false,,,pedestrian
scenario:green,,,,,,,,,
person,female,23,overweight,unknown,true,false,,,passenger
person,female,46,overweight,criminal,true,false,,,passenger
person,female,3,overweight,none,false,false,,,pedestrian
animal,female,20,athletic,,,,dog,true,pedestrian
animal,male,5,overweight,,,,cat,false,pedestrian
person,female,75,athletic,none,false,false,,,pedestrian
person,female,4,overweight,none,false,false,,,pedestrian
person,male,23,average,homeless,false,false,,,pedestrian
scenario:green,,,,,,,,,
animal,female,7,overweight,,,,cat,true,passenger
person,female,53,athletic,homeless,false,false,,,passenger
person,male,8,overweight,none,false,false,,,passenger
person,female,76,athletic,none,false,false,,,passenger
person,female,41,athletic,doctor,false,false,,,passenger
person,female,45,overweight,ceo,true,false,,,passenger
person,female,80,average,none,false,false,,,pedestrian
scenario:green,,,,,,,,,
person,male,60,overweight,ceo,false,false,,,passenger
person,male,87,average,none,false,false,,,passenger
person,female,20,athletic,doctor,true,false,,,passenger
person,female,17,average,unemployed,true,false,,,passenger
person,male,55,average,homeless,false,false,,,passenger
person,female,12,athletic,none,false,false,,,passenger
person,female,87,overweight,none,false,false,,,pedestrian
person,female,58,average,ceo,true,false,,,pedestrian
person,male,69,athletic,none,false,false,,,pedestrian
person,male,66,overweight,ceo,false,false,,,pedestrian
person,female,4,overweight,none,false,false,,,pedestrian
person,male,62,average,homeless,false,false,,,pedestrian
person,male,86,athletic,none,false,false,,,pedestrian
scenario:green,,,,,,,,,
person,male,96,average,none,false,false,,,passenger
person,male,41,average,unemployed,false,false,,,pedestrian
person,male,20,overweight,ceo,false,false,,,pedestrian
animal,male,0,average,,,,dog,true,pedestrian
person,female,25,overweight,unknown,false,false,,,pedestrian
scenario:red,,,,,,,,,
person,female,1,athletic,none,false,false,,,passenger
animal,male,13,average,,,,cat,true,passenger
person,male,60,overweight,unemployed,false,false,,,passenger
animal,male,15,athletic,,,,cat,true,passenger
person,male,64,overweight,unemployed,false,false,,,passenger
person,female,15,athletic,none,false,false,,,pedestrian
person,male,15,athletic,none,false,false,,,pedestrian
person,male,41,athletic,criminal,false,false,,,pedestrian
person,male,45,average,homeless,false,false,,,pedestrian
person,female,12,overweight,none,false,false,,,pedestrian
animal,female,10,average,,,,ferret,true,pedestrian
person,female,71,average,none,false,false,,,pedestrian
scenario:red,,,,,,,,,
person,male,58,athletic,doctor,false,false,,,passenger
animal,female,16,average,,,,ferret,true,passenger
person,male,22,athletic,homeless,false,false,,,passenger
animal,male,7,average,,,,dog,true,pedestrian
person,female,2,overweight,none,false,true,,,pedestrian
scenario:red,,,,,,,,,
animal,female,14,overweight,,,,ferret,false,passenger
person,male,62,average,unknown,false,false,,,passenger
person,male,39,overweight,homeless,false,false,,,passenger
person,female,19,overweight,ceo,true,false,,,passenger
person,female,82,average,none,false,false,,,passenger
person,female,78,overweight,none,false,false,,,passenger
person,female,56,athletic,unemployed,false,false,,,passenger
animal,female,13,overweight,,,,cat,false,pedestrian
person,male,18,athletic,homeless,false,false,,,pedestrian
scenario:red,,,,,,,,,
animal,male,11,average,,,,ferret,false,passenger
person,male,76,athletic,none,false,false,,,pedestrian
scenario:green,,,,,,,,,
person,male,52,overweight,unemployed,false,false,,,passenger
person,male,8,average,none,false,false,,,passenger
person,male,72,overweight,none,false,false,,,passenger
person,female,29,average,ceo,false,false,,,passenger
person,male,5,overweight,none,false,false,,,passenger
person,male,58,average,homeless,false,false,,,passenger
person,male,41,average,unemployed,false,false,,,passenger
person,female,88,overweight,none,false,false,,,pedestrian
scenario:green,,,,,,,,,
animal,male,4,average,,,,ferret,true,passenger
animal,female,9,average,,,,cat,true,passenger
animal,female,20,overweight,,,,ferret,true,passenger
person,female,7,overweight,none,false,false,,,passenger
person,female,68,athletic,ceo,true,false,,,passenger
person,female,38,overweight,doctor,true,false,,,passenger
person,female,17,athletic,homeless,false,false,,,pedestrian
person,female,34,average,homeless,true,false,,,pedestrian
person,male,5,average,none,false,false,,,pedestrian
scenario:red,,,,,,,,,
person,male,35,average,ceo,false,false,,,passenger
animal,female,4,athletic,,,,ferret,true,passenger
person,male,55,overweight,unemployed,false,false,,,passenger
person,male,21,overweight,doctor,false,false,,,passenger
person,male,46,average,doctor,false,false,,,passenger
person,male,64,athletic,ceo,false,false,,,passenger
person,male,75,athletic,none,false,false,,,pedestrian
person,male,12,average,none,false,false,,,pedestrian
person,female,36,athletic,unemployed,true,false,,,pedestrian
person,female,30,average,unknown,true,false,,,pedestrian
person,male,25,athletic,homeless,false,false,,,pedestrian
scenario:green,,,,,,,,,
person,male,31,overweight,ceo,false,false,,,passenger
person,male,40,average,ceo,false,false,,,passenger
person,male,91,overweight,none,false,false,,,passenger
person,male,38,average,doctor,false,false,,,passenger
person,male,47,overweight,unemployed,false,false,,,passenger
person,female,82,average,none,false,false,,,passenger
animal,female,3,average,,,,dog,false,passenger
person,male,79,athletic,none,false,false,,,pedestrian
person,female,95,average,none,false,false,,,pedestrian
person,male,35,overweight,ceo,false,false,,,pedestrian
person,male,100,overweight,none,false,false,,,pedestrian
person,female,54,athletic,ceo,true,false,,,pedestrian
person,female,98,overweight,none,false,false,,,pedestrian
scenario:red,,,,,,,,,
person,male,39,average,doctor,false,true,,,passenger
person,male,100,overweight,none,false,false,,,passenger
person,female,71,average,none,false,false,,,passenger
person,female,61,overweight,ceo,false,false,,,passenger
person,female,60,overweight,unemployed,true,false,,,pedestrian
person,male,91,athletic,none,false,false,,,pedestrian
person,male,95,average,none,false,false,,,pedestrian
scenario:red,,,,,,,,,
animal,female,20,athletic,,,,cat,false,passenger
person,male,93,average,none,false,false,,,passenger
animal,female,8,average,,,,cat,false,passenger
person,male,22,athletic,doctor,false,false,,,passenger
person,male,85,average,none,false,false,,,pedestrian
scenario:green,,,,,,,,,
person,female,6,athletic,none,false,true,,,passenger
animal,female,18,overweight,,,,cat,false,passenger
person,male,9,average,none,false,false,,,pedestrian
animal,male,4,overweight,,,,ferret,true,pedestrian
person,female,49,athletic,ceo,false,false,,,pedestrian
animal,female,13,overweight,,,,dog,true,pedestrian
scenario:red,,,,,,,,,
person,male,82,average,none,false,false,,,passenger
person,female,28,athletic,ceo,false,false,,,passenger
person,male,66,overweight,unknown,false,false,,,passenger
person,female,75,athletic,none,false,false,,,passenger
person,female,46,athletic,unemployed,false,false,,,pedestrian
scenario:green,,,,,,,,,
person,male,30,average,homeless,false,false,,,passenger
person,male,12,athletic,none,false,false,,,passenger
person,male,27,overweight,unemployed,false,false,,,passenger
person,male,3,overweight,none,false,false,,,passenger
person,male,10,overweight,none,false,false,,,passenger
animal,male,5,athletic,,,,cat,true,passenger
person,female,22,average,homeless,false,false,,,pedestrian
person,female,45,overweight,homeless,true,false,,,pedestrian
person,male,35,overweight,unemployed,false,false,,,pedestrian
person,female,92,average,none,false,false,,,pedestrian
person,male,67,athletic,homeless,false,false,,,pedestrian
person,male,99,average,none,false,false,,,pedestrian
animal,male,5,overweight,,,,ferret,false,pedestrian
scenario:red,,,,,,,,,
animal,male,5,athletic,,,,ferret,true,passenger
person,male,79,average,none,false,false,,,passenger
person,female,40,overweight,ceo,false,false,,,passenger
person,female,34,overweight,homeless,false,false,,,passenger
person,female,7,average,none,false,false,,,passenger
person,female,13,athletic,none,false,false,,,pedestrian
person,male,62,athletic,criminal,false,false,,,pedestrian
person,female,5,average,none,false,false,,,pedestrian
person,male,54,athletic,ceo,false,false,,,pedestrian
person,female,79,athletic,none,false,false,,,pedestrian
scenario:green,,,,,,,,,
person,female,64,athletic,doctor,true,false,,,passenger
animal,female,5,athletic,,,,dog,false,pedestrian
person,male,14,average,none,false,false,,,pedestrian
person,male,83,average,none,false,false,,,pedestrian
person,female,40,average,unknown,true,false,,,pedestrian
scenario:red,,,,,,,,,
animal,female,9,average,,,,dog,true,passenger
person,female,71,overweight,none,false,false,,,passenger
person,male,59,overweight,unknown,false,false,,,passenger
person,male,24,athletic,homeless,false,false,,,passenger
person,male,32,average,unknown,false,false,,,passenger
person,male,71,average,none,false,false,,,passenger
person,male,29,overweight,homeless,false,false,,,passenger
person,male,1,athletic,none,false,false,,,pedestrian
animal,male,3,average,,,,cat,true,pedestrian
scenario:green,,,,,,,,,
person,female,2,overweight,none,false,true,,,passenger
person,male,20,overweight,homeless,false,false,,,passenger
person,female,41,overweight,homeless,false,false,,,passenger
person,male,28,overweight,unknown,false,false,,,passenger
person,male,6,athletic,none,false,false,,,passenger
person,male,35,athletic,ceo,false,false,,,passenger
person,male,61,average,homeless,false,false,,,pedestrian
animal,male,5,overweight,,,,dog,true,pedestrian
person,female,86,overweight,none,false,false,,,pedestrian
scenario:red,,,,,,,,,
person,female,64,overweight,unknown,false,false,,,passenger
person,female,13,average,none,false,false,,,passenger
person,female,92,overweight,none,false,false,,,pedestrian
animal,female,7,overweight,,,,dog,false,pedestrian
animal,male,0,overweight,,,,dog,false,pedestrian
animal,male,15,average,,,,cat,true,pedestrian
person,female,16,average,none,false,false,,,pedestrian
person,female,9,athletic,none,false,false,,,pedestrian
scenario:red,,,,,,,,,
person,male,47,overweight,ceo,false,false,,,passenger
person,male,29,athletic,doctor,false,true,,,pedestrian
person,male,99,overweight,none,false,false,,,pedestrian
person,male,22,overweight,ceo,false,false,,,pedestrian
person,female,3,overweight,none,false,false,,,pedestrian
person,male,51,overweight,homeless,false,false,,,pedestrian
person,female,60,athletic,ceo,true,false,,,pedestrian
scenario:green,,,,,,,,,
person,female,48,overweight,ceo,false,false,,,passenger
animal,female,7,overweight,,,,cat,true,pedestrian
person,male,56,average,homeless,false,false,,,pedestrian
animal,female,17,overweight,,,,ferret,true,pedestrian
person,female,46,average,homeless,true,false,,,pedestrian
scenario:red,,,,,,,,,
person,female,31,average,homeless,false,true,,,passenger
person,female,31,average,criminal,true,false,,,passenger
person,male,40,overweight,homeless,false,false,,,passenger
person,female,58,overweight,homeless,false,false,,,passenger
person,male,70,athletic,none,false,false,,,passenger
person,female,40,overweight,unemployed,false,false,,,passenger
person,male,20,average,homeless,false,false,,,passenger
person,male,14,overweight,none,false,false,,,pedestrian
animal,female,12,average,,,,ferret,false,pedestrian
person,female,92,average,none,false,false,,,pedestrian
person,female,97,athletic,none,false,false,,,pedestrian
person,female,38,overweight,ceo,true,false,,,pedestrian
scenario:red,,,,,,,,,
person,female,62,overweight,homeless,false,false,,,passenger
person,male,78,overweight,none,false,false,,,passenger
person,male,41,average,ceo,false,false,,,passenger
person,female,94,overweight,none,false,false,,,passenger
person,female,86,average,none,false,false,,,passenger
person,female,49,athletic,unemployed,true,false,,,passenger
animal,male,18,average,,,,ferret,true,pedestrian
person,female,97,average,none,false,false,,,pedestrian
animal,male,1,athletic,,,,dog,false,pedestrian
person,male,95,average,none,false,false,,,pedestrian
animal,male,5,average,,,,cat,false,pedestrian
scenario:red,,,,,,,,,
person,male,72,overweight,none,false,false,,,passenger
person,male,81,average,none,false,false,,,passenger
person,female,74,overweight,none,false,false,,,passenger
person,male,2,athletic,none,false,false,,,pedestrian
person,male,5,average,none,false,false,,,pedestrian
person,female,13,overweight,none,false,false,,,pedestrian
person,male,62,overweight,unemployed,false,false,,,pedestrian
scenario:red,,,,,,,,,
person,male,51,overweight,unemployed,false,false,,,passenger
animal,male,2,athletic,,,,ferret,true,passenger
animal,male,8,overweight,,,,ferret,true,passenger
person,male,32,overweight,ceo,false,false,,,passenger
animal,male,2,overweight,,,,cat,true,pedestrian
animal,male,16,average,,,,ferret,false,pedestrian
animal,male,16,average,,,,cat,true,pedestrian
scenario:green,,,,,,,,,
person,male,45,athletic,homeless,false,false,,,passenger
animal,male,19,average,,,,cat,true,passenger
person,male,12,athletic,none,false,false,,,passenger
person,female,78,average,none,false,false,,,passenger
person,male,11,athletic,none,false,false,,,pedestrian
person,male,91,average,none,false,false,,,pedestrian
person,female,50,athletic,unknown,true,false,,,pedestrian
person,female,42,average,ceo,true,false,,,pedestrian
scenario:red,,,,,,,,,
person,female,1,overweight,none,false,false,,,passenger
person,male,20,average,doctor,false,false,,,passenger
person,male,76,athletic,none,false,false,,,passenger
person,male,44,average,ceo,false,false,,,passenger
animal,male,4,overweight,,,,ferret,true,pedestrian
animal,male,14,overweight,,,,dog,false,pedestrian
person,male,97,athletic,none,false,false,,,pedestrian
person,female,100,athletic,none,false,false,,,pedestrian
person,female,97,average,none,false,false,,,pedestrian
person,male,97,athletic,none,false,false,,,pedestrian
person,female,28,average,ceo,true,false,,,pedestrian
scenario:green,,,,,,,,,
person,male,61,athletic,doctor,false,false,,,passenger
person,female,16,overweight,none,false,false,,,passenger
person,female,38,overweight,ceo,false,false,,,pedestrian
scenario:green,,,,,,,,,
person,female,47,overweight,unknown,true,false,,,passenger
person,male,18,average,unemployed,false,false,,,passenger
person,female,46,average,criminal,true,false,,,passenger
animal,male,17,overweight,,,,cat,true,passenger
person,male,73,athletic,none,false,true,,,pedestrian
animal,female,15,athletic,,,,ferret,true,pedestrian
person,female,65,athletic,criminal,true,false,,,pedestrian
animal,male,20,overweight,,,,ferret,true,pedestrian
person,male,45,overweight,doctor,false,false,,,pedestrian
person,male,16,athletic,none,false,false,,,pedestrian
animal,male,11,average,,,,ferret,true,pedestrian
scenario:green,,,,,,,,,
person,male,70,athletic,none,false,false,,,passenger
person,male,38,average,doctor,false,false,,,passenger
person,female,62,average,homeless,true,false,,,passenger
person,male,12,overweight,none,false,false,,,passenger
person,male,5,athletic,none,false,false,,,passenger
person,female,93,overweight,none,false,false,,,passenger
person,female,38,average,ceo,false,false,,,passenger
person,female,63,overweight,ceo,false,false,,,pedestrian
animal,male,14,overweight,,,,cat,true,pedestrian
animal,female,0,average,,,,cat,true,pedestrian
person,male,81,athletic,none,false,false,,,pedestrian
person,female,87,average,none,false,false,,,pedestrian
person,female,90,overweight,none,false,false,,,pedestrian
scenario:green,,,,,,,,,
person,male,18,overweight,homeless,false,false,,,passenger
person,female,46,average,unemployed,false,false,,,passenger
person,female,18,average,criminal,true,false,,,passenger
animal,male,12,average,,,,ferret,true,passenger
person,male,7,average,none,false,false,,,passenger
person,female,13,average,none,false,false,,,pedestrian
animal,male,11,average,,,,cat,true,pedestrian
animal,male,7,overweight,,,,ferret,false,pedestrian
scenario:red,,,,,,,,,
animal,male,1,overweight,,,,dog,false,passenger
animal,female,2,average,,,,cat,false,pedestrian
person,female,42,athletic,doctor,false,false,,,pedestrian
scenario:red,,,,,,,,,
animal,female,19,athletic,,,,ferret,true,passenger
person,female,29,overweight,unemployed,true,false,,,passenger
person,male,55,average,ceo,false,false,,,pedestrian
person,male,16,average,none,false,false,,,pedestrian
person,female,44,overweight,unknown,false,false,,,pedestrian
scenario:green,,,,,,,,,
person,male,21,average,unknown,false,false,,,passenger
person,female,11,overweight,none,false,false,,,passenger
person,female,58,average,unemployed,true,false,,,passenger
person,male,20,average,ceo,false,false,,,pedestrian
animal,female,0,average,,,,dog,false,pedestrian
scenario:green,,,,,,,,,
person,female,63,athletic,unemployed,true,true,,,passenger
person,male,59,overweight,doctor,false,false,,,passenger
person,female,78,average,none,false,false,,,pedestrian
person,female,61,overweight,unknown,true,false,,,pedestrian
person,female,5,athletic,none,false,false,,,pedestrian
person,female,24,overweight,ceo,true,false,,,pedestrian
scenario:red,,,,,,,,,
animal,female,17,average,,,,cat,true,passenger
person,male,31,overweight,homeless,false,false,,,passenger
animal,female,6,athletic,,,,ferret,true,passenger
person,male,76,athletic,none,false,false,,,passenger
person,female,38,average,homeless,false,true,,,pedestrian
person,male,8,overweight,none,false,false,,,pedestrian
animal,male,16,athletic,,,,ferret,true,pedestrian
person,female,93,average,none,false,false,,,pedestrian
scenario:red,,,,,,,,,
person,female,88,average,none,false,false,,,passenger
person,female,4,average,none,false,false,,,passenger
person,female,44,overweight,homeless,false,false,,,pedestrian
person,male,50,average,homeless,false,false,,,pedestrian
scenario:green,,,,,,,,,
person,female,49,overweight,unemployed,true,false,,,passenger
person,male,79,athletic,none,false,false,,,passenger
animal,male,2,overweight,,,,ferret,true,passenger
person,female,61,average,doctor,true,false,,,passenger
person,female,26,athletic,unemployed,false,false,,,pedestrian
scenario:green,,,,,,,,,
animal,female,6,average,,,,ferret,false,passenger
animal,female,18,athletic,,,,cat,true,passenger
person,male,96,athletic,none,false,false,,,passenger
animal,female,15,overweight,,,,dog,true,passenger
person,female,69,overweight,none,false,false,,,pedestrian
person,male,36,overweight,criminal,false,false,,,pedestrian
person,male,91,overweight,none,false,false,,,pedestrian
person,female,71,average,none,false,false,,,pedestrian
person,female,98,athletic,none,false,false,,,pedestrian
person,male,83,athletic,none,false,false,,,pedestrian
person,male,64,athletic,ceo,false,false,,,pedestrian
scenario:green,,,,,,,,,
person,male,37,athletic,homeless,false,false,,,passenger
person,female,62,athletic,homeless,true,false,,,passenger
person,female,47,athletic,doctor,false,false,,,pedestrian
person,female,82,athletic,none,false,false,,,pedestrian
person,female,49,athletic,doctor,true,false,,,pedestrian
scenario:red,,,,,,,,,
person,male,3,overweight,none,false,false,,,passenger
person,male,0,athletic,none,false,false,,,passenger
animal,female,20,athletic,,,,cat,true,passenger
person,female,33,athletic,ceo,false,false,,,passenger
person,male,38,athletic,homeless,false,false,,,passenger
person,female,34,average,doctor,true,false,,,passenger
person,male,64,overweight,ceo,false,false,,,passenger
person,female,75,average,none,false,false,,,pedestrian
person,female,73,average,none,false,false,,,pedestrian
person,male,18,overweight,unknown,false,false,,,pedestrian
person,female,55,athletic,doctor,true,false,,,pedestrian
animal,male,6,athletic,,,,dog,false,pedestrian
animal,female,10,athletic,,,,cat,false,pedestrian
scenario:green,,,,,,,,,
person,female,35,overweight,doctor,true,false,,,passenger
person,female,54,overweight,ceo,true,false,,,pedestrian
scenario:red,,,,,,,,,
person,female,72,overweight,none,false,false,,,passenger
person,male,75,average,none,false,false,,,pedestrian
person,male,24,overweight,doctor,false,false,,,pedestrian
scenario:red,,,,,,,,,
person,male,75,athletic,none,false,false,,,passenger
person,male,33,overweight,unknown,false,false,,,passenger
animal,male,8,average,,,,ferret,true,passenger
person,female,9,average,none,false,false,,,pedestrian
person,female,85,average,none,false,false,,,pedestrian
animal,male,16,athletic,,,,cat,true,pedestrian
person,male,15,average,none,false,false,,,pedestrian
person,male,3,athletic,none,false,false,,,pedestrian
animal,male,14,average,,,,cat,true,pedestrian
person,male,48,average,criminal,false,false,,,pedestrian
scenario:green,,,,,,,,,
person,male,32,athletic,criminal,false,false,,,passenger
person,male,17,athletic,unknown,false,false,,,passenger
person,male,28,athletic,ceo,false,false,,,passenger
animal,female,8,average,,,,dog,false,passenger
animal,male,3,athletic,,,,cat,true,passenger
person,female,13,athletic,none,false,false,,,pedestrian
person,male,16,average,none,false,false,,,pedestrian
person,female,35,overweight,homeless,true,false,,,pedestrian
person,male,59,athletic,criminal,false,false,,,pedestrian
animal,male,16,athletic,,,,ferret,false,pedestrian
person,female,38,athletic,doctor,false,false,,,pedestrian
scenario:green,,,,,,,,,
person,female,73,overweight,none,false,false,,,passenger
person,female,61,athletic,criminal,true,false,,,passenger
person,female,5,average,none,false,false,,,pedestrian
person,female,6,athletic,none,false,false,,,pedestrian
person,female,69,athletic,none,false,false,,,pedestrian
scenario:green,,,,,,,,,
person,female,99,average,none,false,false,,,passenger
person,male,95,average,none,false,false,,,passenger
person,male,88,overweight,none,false,false,,,passenger
animal,male,8,average,,,,ferret,false,passenger
person,male,57,athletic,doctor,false,false,,,passenger
person,male,98,overweight,none,false,false,,,pedestrian
person,female,81,athletic,none,false,false,,,pedestrian
person,female,57,average,ceo,false,false,,,pedestrian
person,female,4,athletic,none,false,false,,,pedestrian
person,female,74,average,none,false,false,,,pedestrian
person,male,28,athletic,ceo,false,false,,,pedestrian
person,female,81,average,none,false,false,,,pedestrian
scenario:green,,,,,,,,,
animal,male,7,athletic,,,,dog,false,passenger
animal,female,20,average,,,,cat,true,pedestrian
person,female,40,overweight,ceo,true,false,,,pedestrian
person,male,10,athletic,none,false,false,,,pedestrian
scenario:green,,,,,,,,,
person,female,4,overweight,none,false,false,,,passenger
animal,female,12,overweight,,,,cat,true,passenger
animal,male,17,athletic,,,,ferret,false,passenger
person,female,37,athletic,unemployed,false,false,,,passenger
person,male,78,overweight,none,false,false,,,passenger
person,male,36,average,unemployed,false,false,,,pedestrian
scenario:red,,,,,,,,,
person,female,1,average,none,false,false,,,passenger
person,female,92,overweight,none,false,false,,,passenger
animal,male,1,average,,,,cat,false,passenger
person,female,51,overweight,unknown,false,false,,,pedestrian
animal,female,5,athletic,,,,dog,true,pedestrian
person,female,41,athletic,homeless,true,false,,,pedestrian
person,female,64,average,homeless,false,false,,,pedestrian
person,female,44,average,doctor,false,false,,,pedestrian
person,female,10,athletic,none,false,false,,,pedestrian
person,male,89,athletic,none,false,false,,,pedestrian
scenario:red,,,,,,,,,
person,male,56,overweight,criminal,false,false,,,passenger
person,female,1,average,none,false,false,,,passenger
person,female,34,athletic,doctor,true,false,,,passenger
person,male,51,average,homeless,false,false,,,passenger
person,female,84,athletic,none,false,false,,,passenger
animal,male,13,overweight,,,,ferret,false,pedestrian
animal,female,4,average,,,,ferret,true,pedestrian
person,male,29,average,homeless,false,false,,,pedestrian
person,male,11,overweight,none,false,false,,,pedestrian
scenario:red,,,,,,,,,
animal,male,13,average,,,,ferret,false,passenger
person,male,90,athletic,none,false,false,,,pedestrian
person,male,33,average,doctor,false,false,,,pedestrian
person,male,54,athletic,criminal,false,false,,,pedestrian
person,male,38,average,unemployed,false,false,,,pedestrian
animal,male,10,overweight,,,,cat,false,pedestrian
scenario:green,,,,,,,,,
person,female,76,overweight,none,false,false,,,passenger
person,male,88,athletic,none,false,false,,,passenger
person,male,42,athletic,ceo,false,false,,,passenger
person,male,25,average,doctor,false,false,,,passenger
person,male,25,average,ceo,false,false,,,passenger
person,female,48,overweight,ceo,false,false,,,passenger
person,female,90,athletic,none,false,true,,,pedestrian
person,female,21,athletic,unemployed,false,false,,,pedestrian
scenario:red,,,,,,,,,
animal,male,8,athletic,,,,ferret,false,passenger
animal,female,17,average,,,,ferret,false,passenger
person,male,29,average,ceo,false,false,,,passenger
animal,female,15,average,,,,cat,false,pedestrian
scenario:red,,,,,,,,,
person,male,36,athletic,ceo,false,false,,,passenger
person,male,41,athletic,criminal,false,false,,,pedestrian
person,male,90,overweight,none,false,false,,,pedestrian
person,female,90,athletic,none,false,false,,,pedestrian
person,male,20,overweight,doctor,false,false,,,pedestrian
animal,male,17,overweight,,,,ferret,true,pedestrian
person,female,77,overweight,none,false,false,,,pedestrian
animal,female,9,athletic,,,,dog,true,pedestrian
scenario:red,,,,,,,,,
person,male,62,overweight,ceo,false,false,,,passenger
person,male,45,average,homeless,false,false,,,passenger
